category,city,resources/contact,resources/descriptionandorserviceprovided,resources/nameoftheorganisation,resources/phonenumber,resources/state
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Deewan Chand, Atta Chakki, Ward 4, 5, 6, 7, 8, 9, 10",9569943339,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Sanju Tripuri, Ward 4, 5, 6, 7, 8, 9, 10",9888752000,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Jolly Karyana Store, Ward 4, 5, 6, 7, 8, 9, 10",9872194948,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Bobby Karyana Store, Ward 4, 5, 6, 7, 8, 9, 10",9914074606,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Bonny Departmental Store, Ward 4, 5, 6, 7, 8, 9, 10",9914234988,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Hira Lal, Atta Chakki, Ward 4, 5, 6, 7, 8, 9, 10",9878470838,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Paras Karyana Store Rattan Nagar, Patiala, Ward 4, 5, 6, 7, 8, 9, 10",9781123621,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Kamal Karyana Store, Ward 4, 5, 6, 7, 8, 9, 10",9872751921,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Sethi Karyana Store, Ward 4, 5, 6, 7, 8, 9, 10",9855023888,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Shankar Karyana, Ward 4, 5, 6, 7, 8, 9, 10",7986052880,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Loveleen Departmental Store, Ward 4, 5, 6, 7, 8, 9, 10",9417266223,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Neel Giri Departmental Store, Ward 11",9779494047,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Kapoor General & Provisional Store, Ward 11",9815464929,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Duya Departmental Store, Ward 12",1755000293,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Bhagat Dairy, Ward 12",9988667544,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Parveen Karyana Store, Ward 13",8528038917,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Jindal Karyana Store, Ward 13",9915940144,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"The Green Park Karyana Store, Ward 13",9041165675,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"R.S. Store, Ward 13",8283844488,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"More Store, Sirhind Road, Patiala, Ward 14",9592115551,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Polla Merchant, Ward 15 & 16",9888550524,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Tinna Karyana Store, Ward 17",9788514099,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Sanjay Karyana Store, Ward 17",9815150480,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Sharma Karyana Store, Ward 18 & 19",9356180910,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"K.R.S Store, Urban Estate Phase-II Patiala, Ward 18 & 19","9417570544,
8360633211",Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"A. K. Provision Store, Ward 22",9872136022,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Subhash Karyana Store, Ward 22",9815913540,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Fairy Karyana Store, Ward 22",9780293221,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"S.R. Mittal, Ward 22",9463818456,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Ranjit Karyana Store, Ward 23",9855137299,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Sai Karyana Store, Ward 24",7888728924,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Easy Day, Gurbax Colony, Patiala, Ward 25","8847683231,
8968853738",Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Tejinder Karyana Store, Ward 26",9872969870,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Bunty Provision Store, Ward 27",9217700094,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Upinder Karyana Store, Ward 27",9814744012,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Verma Provision Store, Ward 27",9814909767,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Mittal Daily Needs, Ward 27",9781699488,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Anmol Karyana Store, Ward 27",9780351259,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Bhaju Karyana Store, Ward 27",8054097093,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Kishori Lal, Ward 27",9781143311,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Quality Material Store, Ward 28 & 30",7009880947,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Naresh Karyana Store, Ward 28 & 30",8054207365,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Upinder Karyana Store, Ward 28 & 30",8284871203,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"New Aneja Karyana Store, Ward 28 & 30",9803555120,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Nand Lal Karyana Store, Ward 28 & 30",9023504712,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Jagdish Karyana Store, Ward 28 & 30",,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Rinku Karyana Store, Ward 32",,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Goel Departmental Store, Ward 32",9814542824,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Singla Karyana Store, Ward 33",9855576609,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"The Grocery Basket, Ward 33",9815482545,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Amit Karyana Store, Ward 33",9872749082,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Gupta Departmental Store, Ward 33",9888426487,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Mittal Karyana Store, Ward 33",9056497836,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Khalsa Karyana, Ward 34",9814463507,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"RC Provision Store, Ward 34",9815452545,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Sandeep Dairy, Ward 34",9815676065,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Rattan Store, YPS Road, Patiala, Ward 34",9888731431,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Fancy Provision Store, Ward 34",9041224832,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Bant Ram Amritpal Singla, Ward 34",9646138425,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"More Store, YPS Road, Patiala, Ward 35",9465874217,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Easy Day, YPS, Patiala, Ward 35","7973864829,
9459670335",Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Goel Karyana Store, Ward 36",9814365835,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Narain Departmental Store, Ward 36",9855699229,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Vinod Traders, Ward 37",9888853586,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Kawal Karyana Store, Ward 37",9815530009,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Shri Gurdev Karyana Store, Ward 38",9872107530,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Prem Masala Bhandar, Ward 38",8146520220,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Rajinder Floor Mill, Samania Gate, Ward 38",9316200639,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Gurcharan Singh Jatinder Singh, Ward 38",9988702629,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Preet Departmental Store, Ward 38",9417468889,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Narain Atta Chakki, Ward 38",9814538076,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Gagan Floor Mill, Ward 38",9815647917,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Gagan Karyana Store, Sabji Mandi, Patiala, Ward 38",9888930944,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Amanpreet Departmental Store, Ward 38",8847032676,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Bal Mukund Sanjeev Kumar Aata Chakki, Ward 40 & 41",9855070307,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Shiv Karyana Store, Sanori Gate, Patiala, Ward 40 & 41",8847492267,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Sonu Kakkar Floor Mill, Ward 42",9855070307,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Dinesh Traders, Ward 42",9216610024,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Lal Chand Anil Kumar, Ward 42",9417873660,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Goel Chemical Store, Ward 42",9463890952,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Bobby Karyana Store, Ward 42",9781377396,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Om Parkash Vijay Kumar, Ward 42",9914370007,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Rajinder Karyana Store, Ward 42",9569500012,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Bheem Sain & Sons, Ward 42",9855285551,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Kakkar Floor Mill, Ward 42",1752220136,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Naveen Traders, Ward 42",9814666899,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Suraj Bhan & Sons, Ward 42",9246900007,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Rahul Karyana Store, Gurh Mandi, Patiala, Ward 42",9463339393,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Bansal Food Product And Traders, Ward 42",9988167602,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Gagan Karyana Store, Ward 42",,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Satinder Traders, Ward 43",9872397750,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Inderjeet Singh & Sons, Jattan Wala Chontra, Patiala, Ward 43",9855623050,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Tara Chand Satpal, Ward 43",9815795596,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Ram Chand & Sons, Ward 43",9815651986,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Mukandi Lal, Ward 44 & 45",,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Pappu Karyana, Ward 44 & 45",9646269969,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Aneja Karyana Store, Ward 44 & 45",9815224198,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Lakshmi Karyana Store, Ward 44 & 45",8699700777,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Chhabra Floor Mill, Ward 44 & 45",9646400076,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Mehar Chand Sham Sundar, Ward 46, 47 & 49",9815388538,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Sant Singh & Sons, Ward 46, 47 & 49",9592122644,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Krishan Karyana Store, Ward 46, 47 & 49",9646025300,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Bhalwan Karyana Store, Ward 46, 47 & 49",7009836660,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Vaid Karyana Store, Ward 48",9463369233,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Sham Lal Hans Raj, Ward 48",9988751778,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Kansal Karyana, Ward 48",9464251051,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Brij Mohan Rakesh Kumar, Nabha Gate, Patiala, Ward 48",9872542818,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Jaswinder Singh, Dhob Ghat, Patiala, Ward 48",9878742674,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Beri Karyana Store, Khalsa Mohalla, Patiala, Ward 48",9915440916,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Aasha Provision Store, Nabha Gate, Patiala, Ward 48",9888135510,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Khalsa Karyana, Ward 48",9815763032,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Batra Karyana Store, Ward 48",9888012696,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Rajinder Karyana Store, Ward 50, 51 & 52",9878026143,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Gupta Traders, Ward 50, 51 & 52",9814524569,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Godhu Ram Khan Chand, Ward 50, 51 & 52",7009536049,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Chhabra Karyana Store, Near Railway Station, Patiala, Ward 50, 51 & 52",9855588111,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Khan Chand Mohan Lal, Ward 50, 51 & 52",1752219653,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Jagdish Karyana Store, Ward 50, 51 & 52",7973892672,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Uday Ram Janak Raj, Ward 50, 51 & 52",9876089498,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Ahuja Karyana Store, Ward 50, 51 & 52",9855710630,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Karam Chand Gopi Ram, Ward 50, 51 & 52",9855156431,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Singla Departmental Store, Ward 53",9779955407,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Chandigarh Departmental Store, Ward 53",9815483851,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Pawan Kumar Prem Kumar, Ward 53",9855359535,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Garg Store, Ward 53",9988109447,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Singla Karyana Store, Ward 53",9463208037,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Des Raj Karyana Store, Ward 53",9872320462,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Patiala Trading Company, Ward 53",9888912764,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"More Store, Bhupindra Road, Patiala, Ward 53",7009103971,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Easy Day Store, Leela Bhawan, Patiala, Ward 53","8288076575,
9876950027,
9877691354",Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Vishal Mega Mart, Leela Bhawan, Patiala, Ward 53","9888706612,
7889232175,
9041377513,
9876454567",Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Singla Provision Store, Ward 54",9888354920,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Sant Departmental Store, Ward 54",9872620064,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Kulwant Atta, Ward 54",9876125789,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Chakki, Ward 54",,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Mehta Provision Store, Ward 54",9872216624,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Relu Ram Satish Kumar, Ward 55",9814256748,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Rishi Karyana Store, Ward 55",9888163749,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Saini Karyana Store, Ward 55",9872772474,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Dinesh Karyana, Ward 55",9592396299,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Sindhi Karyana (Tej Pal Singh), Ward 55",8083715000,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Rattan Bhandar, Ward 55",9815515556,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Goyal Provision Store, 22 No. Phatak, Patiala, Ward 55",9855201707,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Easy Day Store, Model Town Patiala, Ward 55","8699361376,
9711054368,
6239771915",Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Vishal Mega Mart, Leela Bhawan, Patiala, Ward 55","9888706612,
7889232175,
9041377513,
9876454567",Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Ajay Gupta, Ward 55",9988111953,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Goel Provision Store, Ward 55",9780635965,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Lekh Raj Karyana Store, Ward 56",9815178074,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Ajit Karyana Store, Ward 56",9888727771,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Goel Karyana Store (Varun Goel), Ward 56",9876749903,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Vishal Mega Mart, Leela Bhawan, Patiala, Ward 56","9888706612
7889232175
9041377513
9876454567",Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Satpal Karyana Store, Ward 56",9888203961,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Sharma Karyana Store, Ward 57",,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Jain Karyana Store, Ward 57",9988848000,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Vicky General Store, Ward 57",7355994253,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Bunty Departmental Store, Ward 58 & 59",9463810845,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Shivay Provision Store, Ward 58 & 59",9915628889,Punjab
